variant,auc,average_precision,base_rate,brier,ece,mean_predicted,observed_rate
weighted_raw,0.7076563918266949,0.3684596893084886,0.19965015386292573,0.15568577895000396,0.0758801470550752,0.2507497514683764,0.19965015386292573
unweighted_raw,0.7243375225798409,0.3943316135005595,0.19965015386292573,0.14272379048602052,0.0019684997371455983,0.19996433992270135,0.19965015386292573
unweighted_isotonic,0.7242264603154807,0.38976126243564435,0.19965015386292573,0.14276845165043597,0.0018833686094708135,0.20039277580803663,0.19965015386292573
